College_Name,Description,Logo
IIS (Deemed to be University),"IIS University, officially IIS (Deemed to be University), is a private higher education institute deemed to be university, located in Jaipur, Rajasthan, India. Formerly International College for Girls (ICG), it was conferred the deemed university status in 2009.",https://yt3.ggpht.com/a/AATXAJw_MheGbvoJiZVoglnFxoFIZZl7G6iR_xzrcw=s900-c-k-c0xffffffff-no-rj-mo
Indian Institute of Information Technology Design and,Indian Institutes of Information Technology (IIITs) are centrally funded technical institutes located across India. They are a group of 26 interdisciplinary technology-based-engineering research institutions in India which are focused on information technology.,https://www.edarabia.com/wp-content/uploads/2013/08/indian-institute-of-information-technology-design-and-manufacturing-logo-india.jpg
Jaypee University of Information Technology,"Jaypee University of Information Technology (JUIT) is a private university in Solan, Himachal Pradesh. Established in 2002, Jaypee University of Information Technology is one of the four universities established by the Jaypee Group.",https://www.vidyavision.com/CollegeUploads/Logos/2021-30-4-14-17-11_logo.jpg
Jesus and Mary College,"Jesus and Mary College (JMC) is a women-only college of the University of Delhi located in New Delhi, India. The college offers bachelor's degrees in Commerce, Arts, and Mathematics.",https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Jesus_and_Mary_College_logo.svg/640px-Jesus_and_Mary_College_logo.svg.png
Government Polytechnic,"The Government Polytechnic, Nagpur is an autonomous educational institution of the government of Maharashtra, a state in Western India. == History == It was founded on 14 July 1914 as the Government Engineering School.",http://3.bp.blogspot.com/-25PeL32zrlw/Tlz8mKQwtlI/AAAAAAAAAEg/DHqhFn9LAvI/w1200-h630-p-k-no-nu/GPT+HUBLI+LOGO.png
Indira Gandhi National Open University,"Indira Gandhi National Open University (IGNOU) is a public open & distance learning university located in Delhi, India. Named after the former Prime Minister of India, Indira Gandhi, the university was established in 1985 with a budget of ?20 million, after the Parliament of India passed the Indira Gandhi National Open University Act, 1985 (IGNOU Act 1985).",https://www.static-contents.youth4work.com/university/Documents/Colleges/CollegeThumbImage/200_200/453.jpg?v=20141226134056
Indira Gandhi Institute of Medical Sciences,"Indira Gandhi Institute of Medical Sciences, an Institute under State Legislature Act (Government), was established on 19 November 1983 as an autonomous organisation on the pattern of All India Institute of Medical Sciences, New Delhi. It is one of the main health care institutions in the state of Bihar.",https://iconape.com/wp-content/png_logo_vector/indira-gandhi-institute-of-medical-science-igims-logo.png
"Government Degree College for Boys, Anantnag","The Government Degree College, Anantnag was established in 1950 as an Intermediate College. One of the largest colleges of northern India, it is spread over an area of 250 kanals.",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100064220886456
Chandigarh College of Engineering and Technology,"Chandigarh College of Engineering and Technology (CCET) is a public engineering college in Chandigarh, Punjab, affiliated with Panjab University. CCET, formerly known as Central Polytechnic Chandigarh (CPC), was established in 1959.",https://gyaanarth.com/wp-content/uploads/2022/07/logo-5.jpg
Eastern Institute for Integrated Learning In Management,"Eastern Institute for Integrated Learning in Management University (EIILM University) was a private university located in Jorethang, Sikkim, India with another campus in Malbasey. The university has been reported by the University Grants Commission (UGC) to be non-functioning since December 2014 and was officially dissolved by the Government of Sikkim in April 2015.",https://uploads.sarvgyan.com/2015/09/Eastern-Institute-for-Integrated-Learning-in-Management-EIILM-Namchi.jpg
Chandigarh Group of Colleges,"The Chandigarh Group of Colleges (or CGC) are the educational institutions located in Mohali district of Punjab, a short distance from Chandigarh and Mohali. Chandigarh Group of Colleges was established in 2001 at Landran and at Jhanjeri in 2012.",https://www.eduopinions.com/wp-content/uploads/2018/02/Chandigarh-Group-of-Colleges-GCG-logo.jpg
Dharmsinh Desai University,"Dharmsinh Desai University (DDU) formerly known as Dharmsinh Desai Institute of Technology (DDIT) is a private institution in Nadiad (Kheda district), Gujarat and was founded on 2 January 1968. == History == Dharmsinh Desai Institute of Technology was founded in 1968 by Dharmsinh Desai, who then was a member of Parliament, as an institution of higher learning in the field of Engineering and Technology.",https://edurank.org/assets/img/uni-logos/dharmsinh-desai-university-logo.png
"Christ College, Rajkot","Christ College, located in Rajkot, India, is the first English medium College in Arts and Science in the Saurashtra-Kachchh region. Inaugurated by Dr.",https://ss.christcollegerajkot.edu.in/images/logo.png
"Government Degree College, Doda","The University of Jammu informally known as Jammu University (JU), accredited as A++ grade by National Assessment and Accreditation Council (NAAC), was established in 1969 by an act of the state legislature which effectively split the Jammu and Kashmir University into the separate University of Jammu and University of Kashmir. The university is currently located at the foothills of Trikuta on the banks of the Tawi River.",https://www.gdcdoda.in/images/college_website.jpg
Christian Medical College,"Christian Medical College, Vellore, widely known as CMC, Vellore, is a private, Christian minority community-run medical college and hospital in Vellore, Tamil Nadu, India. This institute includes a network of primary, secondary and tertiary care hospitals.",https://vellorecmc.org/wp-content/uploads/2020/06/CMC-logo-1.jpg
Garden City University,"Garden City University, formally known as Garden City College is a private university located in Bangalore, Karnataka, India. Established in the year 1992, Garden City University was formed by Dr.",https://gyaanarth.com/wp-content/uploads/2022/06/gardencity-logo.jpg
Cluster University of Srinagar,"Cluster University of Srinagar (C-U, CUS) is a collegiate state university located in Srinagar, Jammu and Kashmir, India. It is a cluster of five colleges in Srinagar city.",https://www.excelbee.com/images/university/cluster-university-srinagar-logo.jpg
GEMS B School,"Uncut Gems is a 2019 American crime thriller film directed by Josh and Benny Safdie, who co-wrote the screenplay with Ronald Bronstein. It stars Adam Sandler, LaKeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, and Eric Bogosian.",https://www.gemsbschool.com/wp-content/uploads/2020/01/GEMS_Logo-new-2x.png
BMS College of Engineering,"B.M.S. College of Engineering. or Bhusanayana Mukundadas Sreenivasaiah College of Engineering (BMSCE) is a private engineering college in Basavanagudi, Bangalore, India.",https://www.mathworks.com/academia/tah-portal/bms-college-of-engineering-1113026/_jcr_content/schoolLogo.adapt.full.high.png/1562070161511.png
Arya Vidyapeeth College,"Arya Vidyapeeth College (Autonomous) is a liberal Science, Arts and Commerce college, located at Kamrup Metropolitan district. It is one of the oldest and reputed educational institution in Assam.",https://www.avcollege.ac.in/assets/resources/2022/06/avcollege-logo-new-2x.png
"Amity University, Greater Noida","Amity University, Noida (officially Amity University Uttar Pradesh) is a private research university located in Noida, Uttar Pradesh, India. It was established in 2005 by an Act of the State Legislature of Uttar Pradesh.",https://www.amity.edu/grnoida/images/logo.jpg
"Assam University, Silchar","Assam University is a central public university located at Silchar, Assam, India. It was founded in the year 1994 by the provisions of an act enacted by the Parliament of India.",https://ausexamination.ac.in/admission/themes/landing/images/logo-letter-1.png
BML Munjal University,"BML Munjal University is a fully residential and co-educational private university located in Sidhrawali, Gurgaon district, Haryana, India. The university was founded in 2014 by the promoters of the Hero Group, and is named after the group's chairman and founder Brijmohan Lall Munjal.",https://mir-s3-cdn-cf.behance.net/project_modules/disp/2e3f1d26502525.563562a2f22bd.jpg
Bir Bikram Memorial College,"Maharaja Bir Bikram University (MBB University) is a state university located at Agartala, Tripura, India. It is the first state university in the state of Tripura.",https://gyaanarth.com/wp-content/uploads/2022/08/logo-12.webp
BR Ambedkar Bihar University,"Babasaheb Bhimrao Ambedkar Bihar University, (abbreviated as BRABU) also known as B.R. Ambedkar Bihar University, is a state university located in Muzaffarpur. Established in 1960, the university has 37 constituent colleges and offers a range of undergraduate, postgraduate, and research programs.",https://images.shiksha.com/mediadata/images/1663135967php9COEyO.jpeg
Bangalore Medical College and Research Institute,"Bangalore Medical College and Research Institute (BMCRI), (Be?ga??ru Vaidyak?ya Mah?vidy?laya mattu San??dhan? Sansthé) formerly Bangalore Medical College (BMC), is a medical college in Bengaluru, India run by the Government of Karnataka. It is on K.R. Road, near City Market.",https://www.justmbbs.com/img/college/karnataka/bangalore-medical-college-and-research-institute-bangalore-logo.jpg
Bharathiar University,"Bharathiar University is a public state university in Coimbatore, Tamil Nadu, India. Named after Tamil poet Subramania Bharati, the university was established in February 1982 under the provision of Bharathiar University Act, 1981 (Act 1 of 1982) and was recognized by the University Grants Commission (UGC) in 1985.",https://www.kindpng.com/picc/m/478-4789805_bharathiar-university-coimbatore-logo-hd-png-download.png
